epoch,mae_loss,epoch_time_sec
1,0.3772523030638695,44.62910294532776
2,0.21528227999806404,17.001322269439697
3,0.14929570071399212,16.936138153076172
4,0.0997929135337472,16.88085126876831
5,0.08359672129154205,16.931824922561646
6,0.0715579055249691,17.060783863067627
7,0.06615132559090853,16.877256870269775
8,0.06187892938032746,16.942776441574097
9,0.05922900140285492,16.99896812438965
10,0.05680032167583704,16.77640128135681
11,0.05559404892846942,17.041577339172363
12,0.05389201221987605,17.05239725112915
13,0.05273766070604324,17.861365795135498
14,0.051683956291526556,17.392008066177368
15,0.05027369363233447,17.079063892364502
16,0.049772451631724834,17.152973890304565
17,0.04877884406596422,16.93969416618347
18,0.04760366352275014,16.733858585357666
19,0.047033560927957296,17.925734996795654
20,0.04673001728951931,17.50641894340515
21,0.046282694675028324,17.709522485733032
22,0.046120642218738794,17.69933271408081
23,0.04541113553568721,17.792590618133545
24,0.04501870181411505,17.50265622138977
25,0.04448731057345867,17.643754720687866
26,0.04393435874953866,17.63829469680786
27,0.043065852019935846,17.581122159957886
28,0.042732478119432926,17.842098236083984
29,0.04269055649638176,17.7423837184906
30,0.042235675267875195,17.803311347961426
31,0.041516227182000875,17.966695070266724
32,0.041842902544885874,17.375736713409424
33,0.04191959276795387,22.55226993560791
34,0.04086024919524789,19.462641716003418
35,0.04082331480458379,16.991528034210205
36,0.04036482237279415,16.884929656982422
37,0.04018421471118927,16.765803813934326
38,0.040260208770632744,16.92032241821289
39,0.039886415004730225,16.789350986480713
40,0.03935650968924165,17.013923168182373
41,0.0393969495780766,16.839923620224
42,0.03935069823637605,17.116360187530518
43,0.03921600338071585,17.01846146583557
44,0.038912398274987936,16.860387802124023
45,0.03872107062488794,17.62228226661682
46,0.038641908671706915,17.972540140151978
47,0.038605538196861744,18.08216142654419
48,0.03861505398526788,18.37608814239502
49,0.03834316274151206,17.51172161102295
50,0.038401469588279724,18.037991046905518
51,0.03791490662842989,18.374247789382935
52,0.03790406556800008,18.084404468536377
53,0.038049294613301754,18.06095576286316
54,0.038549887016415596,18.067729473114014
55,0.03780685132369399,18.118386030197144
56,0.03783257259055972,18.563403367996216
57,0.03788099950179458,17.921599626541138
58,0.03757643001154065,17.61078715324402
59,0.037703889422118664,17.40248703956604
60,0.03768691373988986,17.587095260620117
