epoch,train_loss,train_dice,val_loss_random,val_dice_random,val_precision_random,val_recall_random,val_f1_random,val_loss_fixed32,val_dice_fixed32,val_precision_fixed32,val_recall_fixed32,val_f1_fixed32,epoch_time_sec
11,1.0423533469438553,0.007737085485132411,0.9892531633377075,0.015275553800165653,0.007988496564946478,1.0,0.015850372483753372,0.9987865686416626,0.0012378791579976678,0.0006257169673584315,1.0,0.0012506513809275664,23.617521047592163
12,1.0403063297271729,0.008724626910407096,0.988739550113678,0.019005590118467808,0.00991866693116445,1.0,0.019642506383814574,0.998691201210022,0.0016098738415166736,0.0008001066808907855,1.0,0.0015989340439706865,23.221952199935913
13,1.029223009943962,0.024905669371946715,0.9887671768665314,0.019310316536575556,0.01005631536604988,1.0,0.019912385503783357,0.9987309873104095,0.0016384489135816693,0.0008121277747698972,1.0,0.0016229375169055991,23.374956846237183
14,1.0277508050203323,0.03246796713210642,0.9882808029651642,0.017558724619448185,0.009192866335723478,1.0,0.018218254691200583,0.9986457526683807,0.0015136225847527385,0.0007590132827324478,1.0,0.0015168752370117557,23.127020359039307
15,1.0376081615686417,0.010014719096943736,0.987960696220398,0.016625941265374422,0.008698677800974252,1.0,0.017247326664367024,0.9986061453819275,0.0014520813710987568,0.000732511292882432,1.0,0.0014639502256923265,23.56479263305664
16,1.0345462411642075,0.010889936587773263,0.9871396422386169,0.016434805933386087,0.008604371020478403,1.0,0.017061934823408974,0.9986141920089722,0.0013959981733933091,0.0007126737142178406,1.0,0.00142433234421365,23.415398359298706
17,1.02654280513525,0.03261034155730158,0.9873251914978027,0.01955397240817547,0.01017915309446254,1.0,0.020153164046755337,0.9985787570476532,0.001688238582573831,0.0008365867261572784,1.0,0.0016717748676511564,23.242729902267456
18,1.0370702743530273,0.00666462401568424,0.9880086779594421,0.017562026157975197,0.009203018590097553,1.0,0.01823819077147547,0.9986714720726013,0.00147058826405555,0.0007441398983008806,1.0,0.0014871731317387534,23.27876377105713
19,1.0240058153867722,0.025466192280873656,0.9910465478897095,0.009767208248376846,0.004987531172069825,1.0,0.009925558312655087,0.9991405010223389,0.0007759958389215171,0.0003923363630419146,1.0,0.0007843649911758939,23.235694408416748
20,1.0228284150362015,0.024573578615672886,0.9860597550868988,0.018044766038656235,0.00944108761329305,1.0,0.018705574261129815,0.9984644651412964,0.0015278839273378253,0.0007671653241273494,1.0,0.0015331544653123803,23.41362738609314
21,1.0278930440545082,0.018781695107463747,0.9841781258583069,0.019501115661114454,0.010154346060113728,1.0,0.02010454362685967,0.9982207417488098,0.001714285695925355,0.0008469791078486731,1.0,0.001692524682651622,23.758220434188843
22,1.0327723771333694,0.010925335038336925,0.9861460328102112,0.01792700868099928,0.009380863039399626,1.0,0.01858736059479554,0.9985213875770569,0.0015098138246685266,0.0007606490872210953,1.0,0.0015201418799087913,23.39995789527893
23,1.0333712548017502,0.008487382845487446,0.9860129654407501,0.019190577790141106,0.010008006405124099,1.0,0.019817677368212445,0.9985337257385254,0.001595320412889123,0.0007990411506192569,1.0,0.0015968063872255488,23.451582431793213
24,1.0299417227506638,0.014574668719433248,0.9870038032531738,0.01783405663445592,0.009344047841524948,1.0,0.01851508979818552,0.9986156821250916,0.001485516200773418,0.0007516913054372337,1.0,0.001502253380070105,23.335469961166382
25,1.0168141424655914,0.026871453039348125,0.985526442527771,0.019417883828282356,0.010121457489878543,1.0,0.020040080160320644,0.9985122680664062,0.0016322089359164238,0.0008152173913043478,1.0,0.001629106706489275,23.349913835525513
26,1.0273898392915726,0.01205362290784251,0.9870527982711792,0.016936785075813532,0.008896797153024912,1.0,0.017636684303350973,0.9986904859542847,0.0013714286033064127,0.0007005253940455342,1.0,0.001400070003500175,23.114964962005615
27,1.0183246582746506,0.021782028663437814,0.9862277805805206,0.01912250556051731,0.00997406742469579,1.0,0.019751135690302193,0.9985663890838623,0.001606855890713632,0.0008055853920515575,1.0,0.0016098738932116983,23.399593353271484
28,1.0284658670425415,0.012740302830934525,0.9845060110092163,0.01807829225435853,0.00946790380609733,1.0,0.018758206715438,0.9983845949172974,0.0015400410629808903,0.0007753941586973378,1.0,0.001549586776859504,23.21498394012451
29,1.0248195677995682,0.01369317073840648,0.9859497845172882,0.018104784656316042,0.009478672985781991,1.0,0.018779342723004695,0.9985034465789795,0.0015306122368201613,0.0007696254489481786,1.0,0.0015380671622660855,23.178878784179688
30,1.0150441527366638,0.032223353162407875,0.9855773448944092,0.01801121747121215,0.00942151874882231,1.0,0.018667164457718873,0.9985225796699524,0.0015090543311089277,0.0007613247049866769,1.0,0.0015214910612400153,23.27225422859192
31,1.0256873965263367,0.011859038844704628,0.985825389623642,0.01862711925059557,0.009725734292939117,1.0,0.019264110961279137,0.9985377192497253,0.0015523933107033372,0.00078125,1.0,0.0015612802498048402,23.298871517181396
32,1.0173646286129951,0.017079076438676566,0.9861280918121338,0.018641306553035975,0.009744689144416294,1.0,0.019301293186643503,0.9985522031784058,0.001564537174999714,0.0007853403141361257,1.0,0.0015694480774261054,23.283737659454346
33,1.0191120728850365,0.024520939055946656,0.9838737845420837,0.019614495802670717,0.010206164523372117,1.0,0.020206102242877347,0.9983954429626465,0.0016308779595419765,0.0008176614881439084,1.0,0.0016339869281045752,23.612555027008057
34,1.021353840827942,0.013180559646571055,0.9839031100273132,0.019345978274941444,0.010086746015735323,1.0,0.019972039145196727,0.9984076023101807,0.0015940489247441292,0.0007988283850352816,1.0,0.0015963815351869096,23.396283626556396
35,1.017746888101101,0.017713765759253874,0.9849850535392761,0.017826153431087732,0.009326618168252192,1.0,0.018480872297172428,0.9985369145870209,0.0014684287598356605,0.0007335860129600196,1.0,0.0014660965180207698,23.39396834373474
36,1.0212326720356941,0.012652636578422971,0.9849429428577423,0.018889629282057285,0.0098833761612967,1.0,0.01957330201605011,0.9984407722949982,0.0015847861068323255,0.0007933359777865926,1.0,0.0015854141894569957,23.418233394622803
37,1.0226321518421173,0.012438855177606456,0.9845964312553406,0.01755172200500965,0.009191176470588236,1.0,0.01821493624772313,0.998489260673523,0.0014577260008081794,0.0007293059438434423,1.0,0.0014575488886189724,23.075212240219116
38,1.0139837116003036,0.017281623964663595,0.9833135306835175,0.020026278216391802,0.010431879824744418,1.0,0.020648358455502787,0.9983289241790771,0.00167037860956043,0.0008346084295451384,1.0,0.0016678248783877692,23.299463272094727
39,1.0144928842782974,0.02582840999821201,0.9837006330490112,0.01993140811100602,0.010375596596804317,1.0,0.020538098172109262,0.998388409614563,0.0016465422231703997,0.0008236101578586136,1.0,0.001645864764778494,23.1513192653656
40,1.0242479145526886,0.006501159368781373,0.984973281621933,0.017509829718619585,0.009170946441672781,1.0,0.018175209014903673,0.9985353946685791,0.0014587892219424248,0.0007260406582768635,1.0,0.0014510278113663844,23.11256194114685
41,1.0105254128575325,0.025841921975370497,0.9846369326114655,0.019355681724846363,0.010090817356205853,1.0,0.019980019980019983,0.9984365999698639,0.0015948963118717074,0.0008012820512820513,1.0,0.0016012810248198556,23.471359491348267
42,1.0212669372558594,0.011294370226096362,0.9873327016830444,0.01456898869946599,0.007558578987150416,1.0,0.015003750937734435,0.9988210201263428,0.0011666342616081238,0.0005878894767783657,1.0,0.0011750881316098707,22.881559371948242
43,1.0241166949272156,0.005374233442125842,0.9852516353130341,0.018341573420912027,0.009574875526618154,1.0,0.01896813353566009,0.9985194206237793,0.0014985015150159597,0.0007580543272267846,1.0,0.0015149602322939023,23.16665816307068
44,1.0125639662146568,0.02763510274235159,0.9841861724853516,0.01801149034872651,0.009417969485778867,1.0,0.01866019779809666,0.9984593391418457,0.0014914242783561349,0.000751597143930853,1.0,0.001502065339842283,23.353022813796997
45,1.019331119954586,0.010482314159162343,0.9834624826908112,0.01929942611604929,0.010072522159548751,1.0,0.01994415636218588,0.9983903765678406,0.0015756302746012807,0.0007936507936507937,1.0,0.0015860428231562252,23.084429264068604
46,1.0107558891177177,0.01889737811870873,0.9857661426067352,0.017289194744080305,0.00903995660820828,1.0,0.017917935853789646,0.9986067414283752,0.001439539366401732,0.0007267441860465116,1.0,0.0014524328249818446,23.29411482810974
47,1.0210186690092087,0.009124152245931327,0.9868742823600769,0.01538240909576416,0.00804246421103426,1.0,0.015956598053295037,0.998764157295227,0.0012607690878212452,0.0006345848757271285,1.0,0.0012683648662932035,23.262497663497925
48,1.0135679468512535,0.016191550763323903,0.9851750433444977,0.017726297955960035,0.009264406151565685,1.0,0.01835872957591335,0.998573899269104,0.0014524328289553523,0.0007281553398058253,1.0,0.0014552510308028137,23.307162761688232
49,1.0083516240119934,0.021817227941937745,0.9841215014457703,0.01805120287463069,0.009435742592942064,1.0,0.01869508319312021,0.99850994348526,0.0014833126915618777,0.0007435865658693766,1.0,0.0014860681114551083,23.24322509765625
50,1.0174096152186394,0.013051103567704558,0.9821994602680206,0.021692467853426933,0.011208249271463798,1.0,0.02216803369541122,0.9982868432998657,0.0017590149072930217,0.0008754012255617158,1.0,0.0017492711370262393,23.103347778320312
51,1.0032953023910522,0.02613003202714026,0.9816125631332397,0.021536103449761868,0.011128421989761852,1.0,0.02201188641866608,0.9982483685016632,0.0017301038606092334,0.000864428756663305,1.0,0.001727364329926587,23.13281559944153
52,1.0076340734958649,0.02596395675209351,0.983147919178009,0.02001324202865362,0.010414496979795875,1.0,0.02061430632859204,0.9983721375465393,0.001617250731214881,0.0008131183087139179,1.0,0.0016249153689911985,23.284985303878784
53,1.01302620023489,0.017968043393921107,0.9848722815513611,0.017376101575791836,0.009094216078574026,1.0,0.01802451333813987,0.9985609650611877,0.0014541929122060537,0.0007277137659187386,1.0,0.0014543691673736517,23.17722177505493
54,1.0088692158460617,0.025444784783758223,0.9860811829566956,0.015898588113486767,0.008327781479013991,1.0,0.016518004625041296,0.9987051784992218,0.0013046314707025886,0.000659123365923322,1.0,0.0013173784169502691,23.453622817993164
55,1.0022542551159859,0.032817405997775495,0.9851047694683075,0.017986530903726816,0.009410878976096368,1.0,0.01864628006712661,0.9985849261283875,0.001467351452447474,0.0007401924500370096,1.0,0.0014792899408284023,23.061970233917236
56,1.0110250934958458,0.016782148682978004,0.9862526655197144,0.015833102632313967,0.00829324929507381,1.0,0.016450074025333113,0.9987457990646362,0.001245588529855013,0.0006347862886161659,1.0,0.0012687671812222456,23.011592626571655
57,1.0143488869071007,0.01842081730137579,0.9847247302532196,0.018382487818598747,0.00959140610013428,1.0,0.019000570017100513,0.9985668659210205,0.0014695076970383525,0.0007432181345224824,1.0,0.0014853323431117714,23.22667407989502
58,1.0149772465229034,0.011813560035079718,0.9849542081356049,0.017470007296651602,0.009120758847136081,1.0,0.018076644974692697,0.9986491203308105,0.001372683560475707,0.000696217219772569,1.0,0.0013914656771799626,23.06294560432434
59,1.001073144376278,0.029809838946675882,0.9808804988861084,0.02248643571510911,0.011547344110854504,1.0,0.022831050228310504,0.9982036352157593,0.0017761989729478955,0.0008894159501927068,1.0,0.0017772511848341234,23.067643404006958
60,1.004024215042591,0.027089656912721694,0.9851924180984497,0.016908680088818073,0.008871540099361249,1.0,0.017587055926837847,0.9986352324485779,0.0013812155229970813,0.0006997084548104956,1.0,0.0013984384104416734,23.462488174438477
61,1.0165787041187286,0.00929356407141313,0.9808193445205688,0.023039269726723433,0.011798017932987258,1.0,0.023320895522388058,0.9981863796710968,0.0018231540452688932,0.0009081277433025579,1.0,0.0018146075911084228,23.51697564125061
62,1.0014433860778809,0.027704928375896998,0.9856865406036377,0.016377646941691637,0.008571918395336876,1.0,0.016998130205677375,0.9987456798553467,0.0012644889065995812,0.0006469002695417789,1.0,0.0012929641202456632,23.086999654769897
63,1.0083466991782188,0.0201650446979329,0.9820272326469421,0.02180045936256647,0.011230907457322551,1.0,0.022212350066637052,0.9982896447181702,0.0017172294901683927,0.0008578781812982557,1.0,0.0017142857142857144,23.25658130645752
64,1.020656943321228,0.006016744649969041,0.9841277003288269,0.01880947034806013,0.009807767752059632,1.0,0.019425019425019428,0.9985034465789795,0.0015060240402817726,0.0007614213197969543,1.0,0.0015216839969566319,23.155670166015625
65,1.0080272033810616,0.027882768132258207,0.9861675500869751,0.015463518910109997,0.008085381630012937,1.0,0.016041065126724412,0.9987428784370422,0.0012345679569989443,0.000624934902614311,1.0,0.0012490892057874466,23.307133197784424
66,1.0096334889531136,0.020083366776816547,0.9843048453330994,0.017435322515666485,0.009085953116481919,1.0,0.018008283810552854,0.9985499680042267,0.0014058107044547796,0.000711997152011392,1.0,0.0014229811454998223,23.097266912460327
67,1.0086049661040306,0.0172748958284501,0.9826444387435913,0.02011072402819991,0.010453690152623877,1.0,0.02069108214359611,0.9983625710010529,0.0015910898800939322,0.0008027829810008028,1.0,0.00160427807486631,22.986921310424805
68,1.0067800432443619,0.022842041682451963,0.9804405868053436,0.023030084557831287,0.011800802454566911,1.0,0.023326335432703526,0.9981644749641418,0.001825928222388029,0.000911854103343465,1.0,0.0018220467658669904,23.14796805381775
69,1.0170324593782425,0.009292296250350773,0.9837813377380371,0.019254960119724274,0.010034115994380895,1.0,0.01986886548778065,0.9984475672245026,0.001538856071420014,0.0007787151200519143,1.0,0.0015562183893139668,23.083715438842773
70,1.0147246569395065,0.011200639884918928,0.9841121435165405,0.01906638592481613,0.00994431185361973,1.0,0.019692792437967704,0.9984773695468903,0.0015228426782414317,0.0007721014026508815,1.0,0.001543011444001543,23.13471817970276
71,0.998229593038559,0.028107648191507906,0.9804709255695343,0.023169365245848894,0.011859582542694497,1.0,0.023441162681669007,0.9981613159179688,0.0018399263499304652,0.0009171507184347294,1.0,0.0018326206475259622,23.137227296829224
72,1.0149252116680145,0.012423330976162106,0.9812667369842529,0.02151465741917491,0.011113580795732384,1.0,0.02198285337436799,0.9982504844665527,0.001703577465377748,0.0008537279453614115,1.0,0.001705999431333523,23.187177896499634
73,1.0047147870063782,0.022332826745696366,0.9818811416625977,0.02113645151257515,0.010940919037199124,1.0,0.021645021645021644,0.9982854723930359,0.0016764459433034062,0.0008402184567987676,1.0,0.0016790261648244017,22.96349310874939
74,1.0037663578987122,0.02968981838785112,0.9837353825569153,0.018705664202570915,0.009771350400625366,1.0,0.019353590090961874,0.9984636008739471,0.0015205270610749722,0.0007646234229641901,1.0,0.0015280784413599898,23.04750156402588
75,1.0091097503900528,0.01946541591314599,0.9841481745243073,0.01798503054305911,0.009398496240601503,1.0,0.018621973929236497,0.998535692691803,0.0014440433587878942,0.0007360157016683023,1.0,0.0014709487619514587,23.19569706916809
76,1.0055249407887459,0.025038555031642318,0.9830899834632874,0.019798090681433678,0.010298661174047374,1.0,0.020387359836901122,0.9983963370323181,0.0015743898693472147,0.0007945967421533572,1.0,0.0015879317189360857,22.958933115005493
77,1.003382831811905,0.030511504621244967,0.9816624522209167,0.021652595605701208,0.011175681716584712,1.0,0.022104332449160036,0.9982617199420929,0.0017216643318533897,0.0008602150537634409,1.0,0.0017189514396218305,22.853942155838013
78,1.0161213278770447,0.012180744350189343,0.9824961721897125,0.02024770900607109,0.010530749789385004,1.0,0.020842017507294707,0.9983508288860321,0.0016051364364102483,0.0008086253369272237,1.0,0.0016159439806086723,23.094231605529785
79,1.0172876715660095,0.007816384226316586,0.9866811037063599,0.014705329202115536,0.007689941556444171,1.0,0.015262515262515262,0.9987809062004089,0.0011707317316904664,0.0005975500448162533,1.0,0.0011943863839952223,23.329062700271606
80,1.004212573170662,0.029124317865353078,0.9825509786605835,0.020279742311686277,0.010541851149061775,1.0,0.020863759649488837,0.9983548223972321,0.0016072863945737481,0.0008093889113719142,1.0,0.0016174686615446827,23.40180277824402
