epoch,train_loss,train_dice,val_loss,val_dice,val_iou,val_precision,val_recall,val_f1,epoch_time_sec
17,1.0287577956914902,0.012436748540494591,0.9984468221664429,0.0016438355669379234,0.0008225938880140934,0.000819672131147541,1.0,0.001638001638001638,22.730186700820923
18,1.0302057266235352,0.010176075127674267,0.9984502196311951,0.001685866853222251,0.0008436445628132995,0.0008383400866284756,1.0,0.0016752757224626552,22.132545948028564
19,1.0345017611980438,0.0048703400971135125,0.9985098838806152,0.001616814872249961,0.0008090614874477156,0.0008110300081103001,1.0,0.0016207455429497568,22.68509531021118
20,1.0280077382922173,0.010739498742623255,0.9985015690326691,0.0016478989273309708,0.0008246289162187269,0.0008291873963515755,1.0,0.0016570008285004144,22.291724920272827
21,1.031110629439354,0.0067980451276525855,0.9985735416412354,0.001640689093619585,0.000821018064501839,0.0008250825082508251,1.0,0.0016488046166529267,22.76459550857544
22,1.0326428413391113,0.004675668635172769,0.9984257221221924,0.0016442860942333937,0.0008228195224661242,0.0008283860278889963,1.0,0.0016554007449303353,22.241661071777344
23,1.02798393368721,0.008832936720864382,0.9984318614006042,0.0016411378746852279,0.0008212428236937526,0.000825536598789213,1.0,0.0016497113005224085,22.393471002578735
24,1.0290996134281158,0.006850015983218327,0.9984461069107056,0.0016051364364102483,0.0008032128513120411,0.0008077544426494346,1.0,0.0016142050040355127,21.209524154663086
25,1.0224842801690102,0.012983331878785975,0.9984393119812012,0.0016242555575445294,0.0008127878663767984,0.0008176614881439084,1.0,0.0016339869281045752,20.20339345932007
26,1.0191718190908432,0.015603378720697947,0.9984199404716492,0.0016973125748336315,0.0008493771166472465,0.0008534850640113798,1.0,0.0017055144968732235,21.314918279647827
27,1.0273546427488327,0.007083717544446699,0.9984492361545563,0.0016997166676446795,0.0008505812073499988,0.0008536064874093043,1.0,0.0017057569296375266,20.032957553863525
28,1.0257435888051987,0.007936841881019063,0.9984244108200073,0.001682085799984634,0.0008417508485670668,0.000846262341325811,1.0,0.0016910935738444193,19.57284712791443
29,1.0223127603530884,0.010617716703563929,0.9984689354896545,0.0017147756880149245,0.0008581235887411049,0.0008654262224145391,1.0,0.0017293558149589277,19.863840579986572
30,1.019446611404419,0.013184235111111775,0.9984464943408966,0.0016662038397043943,0.000833796557364904,0.0008434073657576609,1.0,0.0016853932584269661,19.823371171951294
31,1.0226179659366608,0.009981169831007719,0.9985082745552063,0.001694436650723219,0.0008479367128835112,0.0008628127696289905,1.0,0.0017241379310344827,19.884899377822876
32,1.023358166217804,0.009132895094808191,0.9985887408256531,0.0016220599645748734,0.0008116882858235111,0.0008173273395995096,1.0,0.0016333197223356473,19.87028479576111
33,1.0180673822760582,0.012883334115031175,0.9986399412155151,0.0015982951736077666,0.0007997867344426709,0.0008071025020177562,1.0,0.0016129032258064516,19.664597988128662
34,1.022767648100853,0.007546960026957095,0.9986103177070618,0.0016925246454775333,0.0008469790892301298,0.000900225056264066,1.0,0.0017988307600059962,19.698315858840942
35,1.0198451057076454,0.013963997182145249,0.9986684620380402,0.0015544041525572538,0.0007778065891746766,0.0007891621728265158,1.0,0.0015770797739518992,19.788594961166382
36,1.0240426510572433,0.006121404614532366,0.9986723959445953,0.0014996250392869115,0.000750375160333103,0.0007602635580334517,1.0,0.0015193719929095975,19.921738862991333
37,1.0113862678408623,0.019282141482108273,0.9986737370491028,0.001623376621864736,0.0008123476840519259,0.0008312551953449709,1.0,0.0016611295681063125,19.573965787887573
38,1.0155842527747154,0.013556935620727018,0.9986222982406616,0.0015839493134990335,0.0007926023777455706,0.0008096073404398866,1.0,0.0016179048132668196,19.807751417160034
39,1.0181057900190353,0.01012748249922879,0.998647153377533,0.0015592515701428056,0.0007802340756751905,0.0007976601967561818,1.0,0.0015940488841657812,19.765635013580322
40,1.0051332786679268,0.020620077455532737,0.9986270666122437,0.0015608740504831076,0.0007810465829132977,0.0007936507936507937,1.0,0.0015860428231562252,19.695188283920288
41,1.0217873752117157,0.0066767001917469315,0.9985802173614502,0.001576872542500496,0.000789058393507824,0.0007995735607675906,1.0,0.0015978695073235686,20.90624213218689
42,1.009220451116562,0.01954225089866668,0.9985136389732361,0.0016246953746303916,0.000813008132591475,0.0008177729317159602,1.0,0.0016342094511779925,19.631853342056274
43,1.0173989087343216,0.010608433629386127,0.9986029267311096,0.0015906681073829532,0.0007959671134424158,0.0008073196986006459,1.0,0.0016133369185264855,19.43110466003418
44,1.0147720947861671,0.011195229482837021,0.9986576735973358,0.0015608740504831076,0.0007810465829132977,0.0007938608097380259,1.0,0.0015864621893178213,19.793174982070923
45,1.0115272104740143,0.013967603983473964,0.9986631274223328,0.0015793630154803395,0.0007903055974559442,0.000802675585284281,1.0,0.0016040636278572384,19.25124430656433
46,1.01659794151783,0.009177980187814683,0.9985878467559814,0.001626898068934679,0.0008141112724959003,0.0008253094910591472,1.0,0.0016492578339747114,19.60412573814392
47,1.0046951472759247,0.021773787288111635,0.9985473453998566,0.001633542007766664,0.000817438664081607,0.0008281573498964803,1.0,0.0016549441456350847,19.584583520889282
48,1.0067966878414154,0.017032602219842374,0.9986337125301361,0.0015864621382206678,0.0007938607841488691,0.0008073196986006459,1.0,0.0016133369185264855,19.2890408039093
49,1.0161550864577293,0.00884245261840988,0.9986291825771332,0.0015519916778430343,0.0007765984761074894,0.0007911392405063291,1.0,0.00158102766798419,19.15519952774048
